Generator,P_min,P_max,Cost_a,Cost_b,Cost_c,Emission_coeff
G25,31,190,0.0034127896087079185,9.418548348303762,138.79077345355498,0.5070088319489071
G26,31,150,0.004227400595850344,7.210121868914287,275.96329718838774,0.29937700821695923
G27,24,162,0.004850597274219499,6.65444681494586,231.51206255560461,0.5874443060573674
G28,26,197,0.004777638902309094,7.243887869157016,162.18578600151085,0.22686707030280095
G29,23,151,0.0015643273951108543,8.346952007296807,248.46961011450185,0.6571440920794493
G30,25,137,0.002625569233094088,5.728782841223758,263.02367689607354,0.7679866603961278
G31,32,196,0.0022959602444271986,7.247169176068688,222.99564806822647,0.4038612962906708
G32,39,187,0.0013477000598013972,7.9394218555519345,237.57682197598302,0.5103436290285992
G33,49,178,0.0035329630996438423,9.742916774257168,175.05198088853325,0.4273461668352887
G34,34,129,0.003943618452784009,6.262638910377096,207.7391334686078,0.20402623418243598
G35,22,150,0.004392512381867534,6.796253739581228,204.83183414523245,0.4315247017370696
G36,42,180,0.0014911075586508341,6.896792949612118,269.6095582261544,0.675032155556808
G37,27,104,0.004505776303501175,8.027690788224415,267.99279605643653,0.5575933053100892
G38,39,128,0.003571702254457013,6.783660265200009,266.53609386940866,0.26075594876909536
G39,35,103,0.0038157845405540377,7.667559626498478,102.20632285249316,0.7082836938162711
G40,32,109,0.004642496014161216,8.908951649225147,249.90909689377764,0.5186512069311457
G41,37,155,0.003499045084173004,8.526927970561019,251.73527802220096,0.7050340170468057
G42,47,116,0.0023434634285993405,7.231843232562928,235.67576457102837,0.5481329112710177
G43,29,173,0.004300429325690639,9.321080888370844,251.25293157829051,0.535813066902764
G44,49,116,0.002452236848780362,7.790701247969315,268.39407429934175,0.26315551111820745
G45,38,183,0.0011369124432821164,7.699529197511063,194.06381082035713,0.30041583988317677
G46,36,187,0.004322618026260999,5.170938829695791,200.41004269768945,0.7832151538979548
G47,43,168,0.0023807685795251025,9.933464901785808,124.9428113822781,0.3370920480528625
G48,38,133,0.004095338092805361,5.614854042648133,177.07517660947235,0.7864712707942207
G49,47,105,0.002451031578663782,6.155654562138233,228.67303598235685,0.519147623914558
G50,45,152,0.004444272079898887,5.258484186207635,256.07995522945487,0.2814734282383623
G51,42,165,0.0018780421003238349,8.200014834184568,143.4418195382421,0.2595813216522158
G52,45,176,0.00489818906079548,6.1235058848634,127.56457983184708,0.325318442423444
G53,24,142,0.004119035099152123,5.900052187363618,232.60840090009845,0.7553823980152015
G54,45,174,0.0014569517036815873,5.442777921116207,100.37597670498212,0.4484901345969361
G55,40,122,0.003263106479866242,5.516544785620078,135.67451686146597,0.43726056079574865
G56,49,154,0.004941469248966939,7.923353502212944,105.81427606879075,0.38792375664210443
G57,42,179,0.0028842618107752576,8.441039329332977,133.3770235709742,0.28823711033995303
G58,28,194,0.0017284285552863331,6.986894942322005,136.26385598510103,0.49271071831544394
G59,31,174,0.002939113468601385,7.399485407960366,177.53471895007885,0.27802866950668326
G60,40,115,0.0030498306235276864,8.429838679914921,180.46542493731118,0.7012881418293966
G61,20,107,0.0039667477769146624,5.086898950927398,274.8524941220476,0.42223819176518396
G62,45,103,0.003795383412643618,6.615653285351392,202.02194249976503,0.42488214066907787
G63,45,103,0.0026102001743879225,9.865488740351733,244.68095312245725,0.4844038570898936
G64,20,155,0.0018720924299763459,7.90056114847734,120.82747158405749,0.46647662789945105
G65,34,124,0.003580216671077318,6.271122899487466,145.08775109273876,0.796914783835593
G66,21,166,0.0026868157382131273,7.6086502331810655,240.58868819573536,0.5272286727309816
G67,49,195,0.0015291048445013216,6.713267440604577,110.56079209370562,0.25292102227392244
G68,41,166,0.004602289204945542,7.6612249441314955,197.31953244875064,0.5641264049461581
G69,35,126,0.0037648874304386177,5.628707559033244,219.87379313258677,0.290950575721928
G70,44,192,0.003732735425781926,5.663573269096387,220.4291288104962,0.2185625868388052
G71,27,131,0.004290335503646696,5.717711810196964,104.5865622536084,0.782445292206349
G72,32,149,0.0031186467146203244,9.69909895963421,164.4216008458371,0.6641233349207385
G73,40,160,0.0042602177136098285,8.66449459170671,227.2981302098308,0.7880653954482602
G74,20,150,0.002992363014044023,5.811909473311604,129.7999472298487,0.48672706881334554
G75,35,118,0.0012687015996628403,5.941745418828007,239.08312966561064,0.5193545186893858
G76,48,120,0.002620992352110755,8.654147374354382,249.1850417627349,0.3010021735514782
G77,26,104,0.0029898595759195626,5.78081922396087,296.39383808922906,0.3481444560005514
G78,24,181,0.003880810326529183,6.172806466674143,141.96839897128189,0.703129528941697
G79,41,191,0.0014263149205146976,9.816734164101995,265.02613353322306,0.41371138827055653
G80,48,141,0.0015600741546417962,6.27653262364216,204.0593153837308,0.6960889842778515
G81,42,160,0.002054735210538466,8.308161751855733,174.69251922883467,0.6254082345722192
G82,22,121,0.002065993573483529,9.893156437002652,124.47535146503559,0.3063025551631193
G83,31,120,0.00392873831383625,6.871483835698964,247.10112129750752,0.5044678196718453
G84,45,169,0.0020029226422463913,5.0875799543103115,147.17151982873742,0.6064323929112302
G85,35,100,0.0035323922534297903,6.220736452111871,174.28440037460916,0.3410223288822951
G86,38,104,0.002977095400553086,9.154385956708527,112.50844537947368,0.6984131063120462
G87,24,111,0.0032931775127176027,9.323044179775184,260.2733831639038,0.5268965945271121
G88,41,189,0.004352427852713184,8.842596822618956,253.31770479432868,0.29914523026556195
G89,44,145,0.0026175260061960972,5.565549095382865,246.7231660084625,0.5497906556987615
G90,48,133,0.004083645508257083,8.977551858482016,159.88870209837734,0.7998282824935485
G91,33,148,0.002688144238202749,9.593388984967522,134.69601485319146,0.29031289499804813
G92,47,177,0.002415485506244998,8.003047712731181,227.51065289404596,0.690054158071717
G93,24,189,0.0048345087092528825,9.704376781690325,199.2332768226439,0.3243854019125348
G94,34,144,0.0017374836827158528,9.134194418559387,135.6504933809283,0.6694329976760525
G95,36,126,0.0013613478423104316,8.334857584954536,237.18225420997274,0.640746753872848
G96,49,172,0.004083943702141914,7.885926183558741,298.22528636426074,0.38029363136025945
G97,33,125,0.0012729988214163664,6.7428683362098525,249.44391754840754,0.3954938705386699
G98,49,146,0.0043483159628121175,5.796437226214025,247.99727733712237,0.6755128351777515
G99,39,185,0.002748773585428974,8.024769613452705,290.06255058611833,0.4768673071323876
G100,24,155,0.004662054709167656,6.590557768090598,140.58727351498044,0.6384908172270853
G101,31,193,0.0038861314444876226,9.332193337638227,213.10999298428808,0.2887904884195009
G102,35,162,0.0034416186680318304,9.966684686793142,295.92934300677666,0.7115346691409321
G103,45,147,0.004797227188231063,8.762138813077863,133.05882219403492,0.6265308300093915
G104,45,160,0.0025865974922082173,5.452408476435254,240.05039188890422,0.7441656853009004
G105,35,180,0.004816347746158533,6.44342797765319,217.1620291943804,0.2794234274209835
G106,40,125,0.0015400051096848277,5.5455481588287485,217.2958184377414,0.5558087002163586
G107,26,135,0.002935019767729651,8.252558238958578,239.53412550401504,0.5594723510241952
G108,23,100,0.0020796448895687796,8.825954322778923,285.9233845751369,0.4120764443280695
G109,20,107,0.003159371115632774,9.62837415440356,256.5163879702676,0.47507985474155473
G110,49,198,0.0016480555115663386,7.190861732059938,111.227220683242,0.22278893797391208
G111,49,151,0.004366118641240174,9.506878247942222,270.5456039751423,0.6475160231762073
G112,24,178,0.004385631397258229,9.389455795206636,145.10826598514652,0.5295934876419044
G113,42,146,0.004820945250893916,6.585978583826993,175.38283294727438,0.2346446311215043
G114,45,155,0.0016186885635329448,9.344503127702854,192.34656272247645,0.6084535357762915
G115,29,185,0.003493330203619963,6.878361259408632,196.18120015061393,0.4800692463387128
G116,41,113,0.002896949234801479,6.484346372801404,187.03607985107135,0.220676755655
G117,24,189,0.002377534928176933,8.245373293971966,287.4706588431729,0.7817646361088573
G118,23,127,0.0024061606445368753,6.641906139425405,241.20380153280493,0.7694672858536644
G119,21,186,0.0026511742024270092,8.15104374164572,226.23412919134125,0.5077414496883186
G120,39,177,0.003819702198755812,8.049159027493474,109.96840555658831,0.25620345242354614
G121,29,187,0.0033931442330726183,7.817194636742294,280.78266605207494,0.6527727329591552
G122,45,101,0.0028387260510445243,6.902098521163989,281.87803840167925,0.4951586600634375
G123,38,125,0.0013037336414784884,7.7424986082573835,256.04261268602045,0.381468486973628
G124,45,113,0.0013110613763158284,7.9824273749271075,101.40584076272383,0.4948509065171341
G125,20,158,0.001009357562503113,7.728434442477367,111.45605021552467,0.5134664872432788
G126,43,155,0.004870797552828346,7.222097263756008,145.04474045369795,0.5376270194134036
G127,24,106,0.0010210152742335396,5.073335285231319,126.26988162898134,0.464734228193196
G128,32,102,0.0014123749840549795,7.935308538505755,179.7672059407459,0.5634531818834341
G129,23,122,0.002258386227237644,5.8422219257135986,284.5246116175579,0.7512408263638266
G130,35,117,0.004229721007267045,8.212879844735948,194.41208683939965,0.41736085225915476
G131,43,137,0.004848395143056471,8.79672163961433,102.68052528643312,0.6354298779319696
G132,35,198,0.004160054235167424,7.502226545653707,156.5491379157524,0.7366715340945393
G133,42,114,0.003762240929782562,7.711818324898692,108.9189816745923,0.4735875654559622
G134,21,163,0.0030852026696542778,9.757392798329956,107.25752452270044,0.46607350182914253
G135,36,188,0.0013468208474487343,9.23583680686287,155.14397061911046,0.5612701912128678
G136,47,127,0.004832683172015722,9.57118257975735,155.1224677357891,0.5548440556534929
G137,46,173,0.004033569655782726,9.068831441597933,257.42532052032084,0.6839536053957662
G138,39,138,0.0035557975413370475,5.544591709233657,294.9669305562224,0.4858900302669757
G139,43,156,0.0040361433821554,5.744959279850973,174.24141877799966,0.7976737697836649
G140,31,116,0.0038964133170925545,7.6331189863447975,185.77737577220773,0.2356829413203685
G141,37,185,0.0035489263191579475,6.230348293989991,268.9578872572043,0.20190070914842106
G142,22,189,0.004922307200719953,7.383477375205796,153.62780401910268,0.5841189869357744
G143,47,143,0.0046134552505441,6.971826619091751,131.2763608806896,0.37906094741712604
G144,20,124,0.0035866596764686535,7.747071192152267,270.6179246807301,0.34422943321969035
G145,20,116,0.003772700845827699,8.734378580679113,109.3001172880131,0.3871394480025683
G146,48,112,0.00120638322663484,8.577454535496372,223.93988803988316,0.35362853906297265
G147,38,183,0.0036796698582001568,7.606170662426672,212.39856949336135,0.21847402979626873
G148,30,124,0.0011766617508404008,9.11196709408529,169.18408950033887,0.7829198254343532
G149,24,167,0.0033530550278797243,7.154310457690167,163.03790421947178,0.3324472930716691
G150,31,109,0.004997413998263339,9.483571449200612,254.37154523632427,0.6404178575535839
G151,22,166,0.003223226325748719,5.35640135027582,117.2849221525093,0.6575578368165053
G152,20,117,0.0028928404723253336,9.773300150166538,147.35686186227707,0.7575544388043376
G153,20,199,0.0022514194260223504,8.273465407156742,246.48974636761795,0.218329674256028
G154,27,185,0.001482090315145858,6.900372544686027,209.66411674528484,0.7232290030682047
G155,29,133,0.003924094685833127,5.985770632864387,125.59764170671727,0.5163357085038802
G156,30,107,0.0017703961111425219,7.395916147217999,276.427122856412,0.5795264659794968
G157,31,139,0.0014611280849891376,5.972791615926505,178.6895693127183,0.5866821662726203
G158,48,182,0.00268705063892205,5.831658038715711,265.57367506443455,0.6918786829908365
G159,32,141,0.00418136735183639,8.086758787064872,257.54260310554173,0.40004439329546637
G160,31,140,0.0039802581924808815,7.615423622908923,224.88508929434562,0.6398307139159961
G161,33,105,0.0012195304585858996,8.35048017305471,198.8962262590186,0.5171468658333183
G162,21,151,0.0028205747401446246,9.648029387109947,295.9101680763514,0.6760364085832087
G163,48,125,0.003089738304284676,7.6613010666952,128.9930144759634,0.7943276196620801
G164,38,163,0.0035781866025032887,7.904660266313988,245.03114551022296,0.32039061044225675
G165,37,197,0.0036006694017729126,5.448131695774711,138.2381402929578,0.7967891849359989
G166,22,158,0.0024587889978292237,8.588178929543147,167.6526210664697,0.2538872925696644
G167,42,155,0.003242708776014056,6.999526034020781,161.73974867463906,0.20139052874288832
G168,36,158,0.0029242475353763457,9.883626193312894,289.4071975477446,0.22649716170669876
G169,45,169,0.004539993426093124,9.1158700779783,293.47123555765506,0.40506944284205704
G170,27,132,0.0031210605305396007,7.612405202580591,136.60308884694544,0.5797437984070606
G171,48,152,0.0027641286469926463,5.61611327086083,104.40703205950084,0.2414177245327098
G172,45,121,0.002617941798727403,9.297078966402946,244.00160793262262,0.20339948871774038
G173,29,120,0.0032897110377338628,8.998905477120108,183.59798677409685,0.7622546170752769
G174,45,169,0.00421590791760359,5.922925647685165,117.76804901751288,0.6931559815639579
G175,49,169,0.0031536059615231505,6.47639144610155,236.7508211154085,0.6855099026834187
G176,21,103,0.0036466207003221663,8.967036290739188,209.02110565213994,0.7306545653011864
G177,38,193,0.0039514230676261,5.926142232737048,296.1033644002212,0.6200205636632627
G178,28,174,0.0030806724395149275,9.588762445856887,145.4818991722758,0.26264247784884887
G179,26,161,0.0027072682266194572,7.122637125981809,180.79557526530965,0.43946011284423386
G180,23,161,0.004506661511449798,5.435194812938294,208.50916067908457,0.6338896918787778
G181,45,193,0.0026700243361115683,9.078743217521405,258.3399976906703,0.3682006764749126
G182,40,194,0.0028477714023023505,6.867548415191938,209.76773134401174,0.6124438184817427
G183,37,123,0.004961365253367108,7.632495970768905,222.58003217238985,0.21469906896059143
G184,32,154,0.0010009500943035383,5.561521722056096,145.22941031798814,0.3836824045277559
G185,30,108,0.00174189163830689,5.012920074224912,269.38374561771195,0.5294782017663037
G186,48,102,0.002535855559678903,8.189926028966488,185.72610939409515,0.5792538977037454
G187,43,130,0.004730359637701012,7.575875851668658,128.19192550435386,0.5462243986771466
G188,23,139,0.0012801188229898842,7.967692845615736,232.83758290108347,0.6186537656440578
G189,44,135,0.0010379417345139923,8.96871925190258,143.2180906370615,0.20365324894390346
G190,40,123,0.0012107353439089145,8.2330295671143,119.51250204785995,0.2605647199865129
G191,48,194,0.0013541736424544726,5.873867214136886,272.39738168085444,0.7213665513674872
G192,44,105,0.0011503870928250436,6.803862595552999,192.03245289768793,0.6090491864540968
G193,23,165,0.0029191253074260194,9.529455523938802,249.85674253915528,0.2677589856116068
G194,29,183,0.003323028828909311,8.849723501258396,158.11751196127102,0.7052446624391475
G195,24,191,0.0020867478842760165,7.783185289683586,257.39402698353325,0.3453387306947402
G196,28,174,0.0025931495359025423,6.278224989046361,122.38718540430607,0.48695593051713415
G197,43,103,0.0013667973404457206,6.510302509173975,171.19467475897056,0.2871179077307962
G198,22,178,0.0023454818553136883,8.659790337928172,295.6123635947057,0.6260660338530241
G199,36,105,0.0030900767665380923,9.255871304263854,258.7979432736012,0.6001126526085607
G200,22,193,0.0039290872287385805,8.357123347653072,199.45118606293764,0.3266674826996817
G201,35,150,0.001013385448171917,9.047649878842208,167.95549431237703,0.7180404601142012
G202,23,161,0.0028692430661506107,8.83328067600203,274.4271400044953,0.44078361453182735
G203,37,156,0.0021880115058195287,5.748519839784788,208.96955181690313,0.3755090546424451
G204,36,165,0.004411287286767606,7.11972406456651,251.68500357382223,0.2913977536787213
G205,26,178,0.003862213260936968,5.764919004142813,250.8215360632328,0.35970080750932254
G206,43,174,0.0033564341378835793,6.176177924009924,103.58913571369837,0.2132161527342902
G207,42,107,0.0021090625827870947,9.346298123255263,125.2507565585227,0.5499544954736695
G208,49,125,0.004641356408230137,7.364459828165911,231.92587327894844,0.7053384478063689
G209,24,150,0.0011804027088812927,7.676790509213305,132.3239622571743,0.5293882696649852
G210,31,144,0.0014378703947164606,5.892229826138861,151.09866893112093,0.33156437715432546
G211,36,143,0.0025665205621614243,6.56135893024398,289.3275908399214,0.22020150692832363
G212,42,104,0.0014977502291874255,6.15123084213935,212.03645167498237,0.32877684395528173
G213,32,169,0.0048256627902377,6.030930822592132,250.14590139986944,0.44967285684265546
G214,42,125,0.004191957288573534,8.18980396657985,211.59614775652796,0.655766857219878
G215,44,167,0.0020359306064072547,6.284419238228574,210.50272295654503,0.31270571152266446
G216,22,118,0.003354216915892982,8.160077430102092,118.83038202513958,0.6318748720128118
G217,28,183,0.004929322060320327,5.29227307054277,168.7326385218206,0.7201600810111304
G218,49,196,0.004536795912526012,5.70887196763551,156.48617973730234,0.4723681088650143
G219,36,119,0.003403193785768792,6.372701270000627,178.14567312272266,0.692859194985556
G220,36,111,0.004614895868701082,7.985234584478459,259.6688376448657,0.5327944088210574
G221,49,146,0.004956739639253436,8.37920622543688,174.38653358337297,0.582254502248543
G222,39,100,0.003973411291574497,7.213584833897635,190.33936384633654,0.5157670762029216
G223,35,189,0.0012599456379315762,7.228954572886145,179.4762780970633,0.4779036300508051
G224,44,113,0.00260632094570195,8.62258425699309,118.68159439505912,0.34079206506550963
G225,41,163,0.004351302941132982,5.079105458827912,188.21443165015674,0.3819164356766277
G226,32,137,0.0019222767832200761,6.7054501223711025,139.121854608903,0.37398207136616546
G227,46,136,0.0043225700710024986,9.093535285596165,137.34465915460828,0.5379733585722889
G228,38,110,0.0014813550481399837,8.016097051066861,118.80722088685327,0.27197221581433395
G229,36,199,0.001187781428591252,6.686135663777102,171.33419482835296,0.7500750144214012
G230,23,176,0.0025363624459649983,9.52762396164837,251.49637695788348,0.632393087169868
G231,31,102,0.0011469277497064545,8.863113637246913,155.2883381166792,0.44086737854791624
G232,48,132,0.004829081051933302,6.324477236183667,162.4698203771027,0.2951744867158268
G233,28,105,0.004304822783175863,8.226449187628585,228.5349315344847,0.7291953018329815
G234,38,149,0.004203078748519501,7.978753640944784,139.1681625173838,0.6942668540606992
G235,31,109,0.0035191116919846125,7.005939570194913,279.3915860847069,0.6330329316303076
G236,28,104,0.001865296092146214,6.834780396024003,204.03810465031088,0.36292822844674544
G237,26,122,0.003073041466705569,6.71780237387852,189.5205880640434,0.4414679824602014
G238,47,109,0.0033890962897213644,8.085778916978235,211.56403838584026,0.26164895147145406
G239,33,143,0.003100126003441073,7.2120496824033475,133.20686268323908,0.31342371483651904
G240,39,101,0.002040933471806109,9.15931556625711,222.69462772783527,0.6698099823900399
G241,38,112,0.0030609916972589037,8.348013080669809,172.62014732680208,0.6290232313104104
G242,45,139,0.002964745363474506,5.349658028547171,279.4372681929238,0.5560914577855609
G243,34,101,0.004985343103226897,8.20084111914083,133.77084133553723,0.7374360355557039
G244,35,183,0.004589744592184816,6.355737182500924,201.4102207730882,0.5499599106878272
G245,40,164,0.0028535229928624796,7.964059958267113,219.6225258738036,0.4801807999781665
G246,24,162,0.0034917495317404747,8.400659655517257,106.67672035727624,0.4042224477834576
G247,22,172,0.003991486416368914,6.15414594577006,172.73862495122805,0.7642691034417037
G248,31,116,0.0011394606409352998,7.284293224401843,246.52704694016657,0.24962927691461212
G249,44,108,0.00457968576491136,5.951624314095339,264.07550148979465,0.7585324232364852
G250,39,174,0.004440507265671695,5.261694378932542,162.63239896345647,0.6960287959586111
G251,46,114,0.0028297283910948294,6.892382117429346,259.7186544765502,0.2779579547214208
G252,40,123,0.0025646790643215193,6.81472135922996,293.55117542067774,0.5389906146051522
G253,23,137,0.00209183749942526,9.977402453521286,271.37478721501884,0.7199287890494521
G254,40,134,0.0029067073133214735,7.231761755988211,123.52879763186505,0.5430854981642923
G255,42,193,0.001177506654132947,6.667847747361002,247.9460664171081,0.7443198929363735
G256,35,194,0.0044087741333880305,7.902375033583374,163.93336648810896,0.7657902900896256
G257,44,148,0.0011416894736741804,5.443836970538842,297.6831978824153,0.4534307133105836
G258,26,168,0.002316205461479484,9.808328679774066,197.0717966319774,0.4263881968437942
G259,32,161,0.00472635795327596,8.174800227955165,124.48677967178821,0.7617926923814942
G260,40,159,0.0039408506180938115,8.77418909970424,245.03710960547815,0.6050840366898009
G261,29,149,0.002125563842310107,5.852389690869588,164.60223967724278,0.2696136088089016
G262,45,177,0.0020105963758435402,7.04738926502602,299.4156314163323,0.22537504953360873
G263,26,174,0.001020328559272104,7.113445566980948,295.9564915709044,0.5387774305983579
G264,33,108,0.0037828571713990006,9.109032219505433,231.22680360411613,0.7581025792630549
G265,45,133,0.0011951343266926925,5.006183398797047,125.96528979034352,0.7065492214434912
G266,24,175,0.0031304100776030483,6.504265541766276,237.37219953500582,0.6055086478786019
G267,22,198,0.0048484878903682,9.906181871721518,118.60609729200544,0.28346950933465254
G268,42,134,0.0014378754402178157,7.374432717531093,105.87283182047847,0.3525388302492174
G269,48,100,0.00457791972387227,6.912631401220041,264.5916892442972,0.7253067359315697
G270,30,139,0.0049659013405801925,5.599145010088232,141.9505895367363,0.3096843419941403
G271,30,163,0.0012460681049569402,9.870823143140079,175.80542524381949,0.3670636449502608
G272,37,121,0.0045316250765498455,5.100131779629122,294.69147799523466,0.2777603907172652
G273,34,159,0.0030643160817744666,8.685901125036215,167.36810037222065,0.6056649388486468
G274,31,163,0.00462605487777832,8.842999023942543,159.29795625666304,0.7663893832179258
G275,28,192,0.0032852757676782966,6.2182835803193335,283.64159992455507,0.3613808189572316
G276,29,171,0.0036484480404262586,8.357792218065185,122.14968906379163,0.4852439647100443
G277,45,110,0.003175115631989597,5.464645721896949,251.91648202292635,0.5806038438267227
G278,31,113,0.0044579715212293945,6.2852363321604,297.6131133305548,0.7996797489293785
G279,36,159,0.003935639675814806,8.939509941461324,280.25920215492977,0.2628848389985433
G280,48,129,0.0030850412487216598,9.323430960167702,230.3335837412852,0.49914247970342557
G281,25,134,0.0044726432162061885,8.042432063298957,162.8121589985464,0.4310720719415001
G282,26,184,0.0019811421290213383,7.534192159102413,150.86439623566335,0.7194920991334133
G283,33,136,0.0016293626388101039,5.796520103094902,263.8510209742922,0.4855806386069936
G284,32,104,0.0016416004213202886,5.315545165395751,275.9643827903391,0.26658651475108885
G285,27,182,0.0023360355149809513,5.588245142367793,205.08698250913858,0.5806544871719502
G286,29,177,0.00195476012520407,6.136786500480493,148.8679881572932,0.6624683709583279
G287,28,125,0.004720361402038955,6.7083725094846045,122.58864168223471,0.20172875099936877
G288,37,161,0.001423336375314336,6.904547627554936,117.43589356636623,0.7153740112523779
G289,46,103,0.003795962952158351,6.731608842945018,243.81548947077113,0.3116138000033994
G290,45,188,0.0017568861591400237,6.195276660986329,184.02374556954499,0.5312416187920268
G291,21,141,0.004526548531081401,7.548621233758491,281.07197485557407,0.44947850041247017
G292,24,188,0.00484526115273963,9.126430541164485,247.93426014535274,0.6317922899663183
G293,48,117,0.0028618800350799344,6.398517692357396,138.25208358291735,0.42269696887144514
G294,24,139,0.004516285920912527,9.711935095511166,222.7554837631398,0.7218579060090264
G295,25,171,0.001020580683018859,9.366683308619239,187.10109087963187,0.6382978165752742
G296,38,138,0.0042797876696324,5.808821056760548,215.44994615372264,0.588627902637753
G297,27,113,0.0019145006460996941,8.931379783785474,247.61382466770343,0.6777443573377127
G298,35,131,0.004634805237077471,7.872936911588833,261.23917620075815,0.6524138209570294
G299,32,150,0.001004480445920438,7.832876810857092,268.74746528134483,0.22156320495293202
G300,20,137,0.003224726940159028,6.955213815290872,150.79497491440495,0.4368406123068969
G301,41,196,0.004026543215139739,7.505764995910049,106.22311998347153,0.758484378389894
G302,39,122,0.0020347533227916322,6.985893887146055,247.85894703295463,0.27543456139533573
G303,36,162,0.0017725314583491724,7.6986630937997145,121.26874525115491,0.6422579302592308
G304,26,114,0.0013363928978719387,8.13975026386318,162.98391772259353,0.7847550868011979
G305,44,196,0.0023057343060131717,8.371519032045242,100.76342682486943,0.231319177426983
G306,32,124,0.003239377249235318,7.662405962797131,236.333896480324,0.6093163283759664
G307,23,116,0.0014633754271210307,8.607110336643657,133.42640229424424,0.4808924847806183
G308,23,196,0.002506781447947195,5.706390246377529,231.05648193833164,0.5475051532248334
G309,25,165,0.0010362896186108998,6.059912454511193,298.3485234335678,0.2512048018905949
G310,47,177,0.0042747176819993675,9.09367502037135,114.53417432200325,0.2258041711201637
G311,38,152,0.0015137948723727653,6.612639889232076,115.41560239029214,0.600119996330553
G312,48,150,0.002133371793062326,5.114469124880602,168.07601853333497,0.6939856578924308
G313,31,138,0.00107371087495287,5.768955748340155,273.27730285026837,0.6692092009597804
G314,41,150,0.002728963135570049,6.118072172481556,143.10597375826637,0.5262834367197424
G315,26,169,0.004360486010964875,9.786614439472936,172.0755639860695,0.2599200926817069
G316,46,105,0.0025686048457807865,7.865207144654247,113.70108132539592,0.6128266663016084
G317,29,166,0.0017179892936953337,9.663653702381275,252.6310582517779,0.3451333301324876
G318,45,106,0.004014795336202076,7.875816752483125,181.6612685518902,0.7466412216604303
G319,38,150,0.004155227927482977,7.396772200689259,251.84974661216856,0.7029592157274229
G320,26,171,0.0016950139012302673,6.56863845597048,280.721568869359,0.6256297802524347
G321,49,141,0.004083416434163959,8.031854722166878,146.55262942025774,0.7693075734986783
G322,22,163,0.004789191553025352,5.6959901230876495,261.4792060679903,0.21885309290676377
G323,32,114,0.0016655103477290893,9.49130813646353,111.81877801565065,0.6417202550364574
G324,32,128,0.0040839371701285425,9.14666202570642,279.7694776360495,0.3981456676018432
G325,37,132,0.0038342880184105174,6.587657239383685,230.15370951174947,0.7436395314118192
G326,47,193,0.002894295553740354,9.763987638006473,274.8453448276703,0.3600051179971866
G327,49,126,0.0012316818422351931,9.12600383707784,100.03767991131637,0.6349138995890102
G328,45,135,0.001298777671031416,8.331534429175198,133.8162140711985,0.726588211790469
G329,39,128,0.004409658636794591,5.608809555626374,177.9518774852984,0.22499409102960946
G330,47,137,0.0049605934910025885,7.391170115240362,175.9005806749437,0.4385885477552217
G331,27,156,0.0037042090287470178,7.530537774233754,145.34607658470213,0.6573854192131633
G332,48,196,0.002783833228041286,6.162756791826901,176.32238797344002,0.4729513337045523
G333,28,126,0.0035902945736076305,5.39982697179651,125.76974240005097,0.36035157787615724
G334,26,154,0.0033775834369141815,8.883618152358464,182.55222585320521,0.331883209293914
G335,20,132,0.002534449041622487,5.6101752606219755,260.47086583185285,0.27891096014982675
